target,MAE,RMSE,R2
highestSlot,16.20940151324054,18.415255920143263,-0.08502435823153776
avgHighestSlot,5.597305813809945,6.833723726535583,0.1381964912286282
sumOfSlots,144.77430409884556,168.68771869410526,0.2349764975683558
avgActiveTransceivers,2.7470833333333333,3.442077275748212,0.7138189378690282
