model,target,MAE,RMSE,R2,MAPE,WAPE
ExtraTrees,highestSlot,16.077750749734793,18.196338777235262,-0.05938055782214113,12.028444802631881,11.318374339834419
RandomForest,avgHighestSlot,5.491859216576912,6.578038422093568,0.2014791961306418,8.640235090864996,8.319360151147368
ExtraTrees,sumOfSlots,141.36731545733474,166.28385572383232,0.2566248828993636,4.633158248939422,4.559500579175447
RandomForest,avgActiveTransceivers,2.6578333333333335,3.3005485234360004,0.7368690687063874,1.3347176152801539,1.3223051409618574
